subject,predicate,name_predicate,value_predicate,object
frogs_MFCCs_20,propertyValue,,-0.0553749999999999,median
frogs_MFCCs_20,propertyValue,,0.093725,std
frogs_MFCCs_20,propertyValue,,0.3837875,skewness
frogs_MFCCs_20,propertyValue,,0.2177999999999999,kurtosis
frogs_MFCCs_20,propertyValue,,0.0595125,mad
frogs_MFCCs_20,propertyValue,,0.1206875,iqr
frogs_MFCCs_20,propertyValue,,0.1076125,p_min
frogs_MFCCs_20,propertyValue,,0.8076874999999999,p_max
frogs_MFCCs_20,propertyValue,,0.0932,k_min
frogs_MFCCs_20,propertyValue,,0.6266625,k_max
frogs_MFCCs_20,propertyValue,,0.1477,s_min
frogs_MFCCs_20,propertyValue,,0.8203374999999999,s_max
frogs_MFCCs_20,propertyValue,,8.522549999999999,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.2512375,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3615125,min
frogs_MFCCs_20,propertyValue,,0.4404249999999999,max
frogs_MFCCs_20,propertyValue,,-0.0529125,mean
frogs_MFCCs_20,propertyValue,,-0.0547,median
frogs_MFCCs_20,propertyValue,,0.0943875,std
frogs_MFCCs_20,propertyValue,,0.3779875,skewness
frogs_MFCCs_20,propertyValue,,0.1817875,kurtosis
frogs_MFCCs_20,propertyValue,,0.0600374999999999,mad
frogs_MFCCs_20,propertyValue,,0.1217,iqr
frogs_MFCCs_20,propertyValue,,0.1056375,p_min
frogs_MFCCs_20,propertyValue,,0.808025,p_max
frogs_MFCCs_20,propertyValue,,0.0906749999999999,k_min
frogs_MFCCs_20,propertyValue,,0.62625,k_max
frogs_MFCCs_20,propertyValue,,0.143475,s_min
frogs_MFCCs_20,propertyValue,,0.8200375,s_max
frogs_MFCCs_20,propertyValue,,8.5917625,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.2007749999999999,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3615125,min
frogs_MFCCs_20,propertyValue,,0.45065,max
frogs_MFCCs_20,propertyValue,,-0.0532249999999999,mean
frogs_MFCCs_20,propertyValue,,-0.0550999999999999,median
frogs_MFCCs_20,propertyValue,,0.0942625,std
frogs_MFCCs_20,propertyValue,,0.369825,skewness
frogs_MFCCs_20,propertyValue,,0.165925,kurtosis
frogs_MFCCs_20,propertyValue,,0.0600874999999999,mad
frogs_MFCCs_20,propertyValue,,0.1222875,iqr
frogs_MFCCs_20,propertyValue,,0.1061125,p_min
frogs_MFCCs_20,propertyValue,,0.8084999999999999,p_max
frogs_MFCCs_20,propertyValue,,0.09375,k_min
frogs_MFCCs_20,propertyValue,,0.627475,k_max
frogs_MFCCs_20,propertyValue,,0.1479,s_min
frogs_MFCCs_20,propertyValue,,0.8207875,s_max
frogs_MFCCs_20,propertyValue,,8.657,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.1484749999999999,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3616,min
frogs_MFCCs_20,propertyValue,,0.4541125,max
frogs_MFCCs_20,propertyValue,,-0.05325,mean
frogs_MFCCs_20,propertyValue,,-0.0550999999999999,median
frogs_MFCCs_20,propertyValue,,0.094125,std
frogs_MFCCs_20,propertyValue,,0.3768,skewness
frogs_MFCCs_20,propertyValue,,0.182975,kurtosis
frogs_MFCCs_20,propertyValue,,0.0599125,mad
frogs_MFCCs_20,propertyValue,,0.1219125,iqr
frogs_MFCCs_20,propertyValue,,0.1109125,p_min
frogs_MFCCs_20,propertyValue,,0.806425,p_max
frogs_MFCCs_20,propertyValue,,0.094975,k_min
frogs_MFCCs_20,propertyValue,,0.6257375000000001,k_max
frogs_MFCCs_20,propertyValue,,0.1501625,s_min
frogs_MFCCs_20,propertyValue,,0.8193,s_max
frogs_MFCCs_20,propertyValue,,8.720437500000001,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.1007,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3615125,min
frogs_MFCCs_20,propertyValue,,0.4541125,max
frogs_MFCCs_20,propertyValue,,-0.0534749999999999,mean
frogs_MFCCs_20,propertyValue,,-0.0553375,median
frogs_MFCCs_20,propertyValue,,0.0941375,std
frogs_MFCCs_20,propertyValue,,0.3797375,skewness
frogs_MFCCs_20,propertyValue,,0.1871749999999999,kurtosis
frogs_MFCCs_20,propertyValue,,0.0601125,mad
frogs_MFCCs_20,propertyValue,,0.1223875,iqr
frogs_MFCCs_20,propertyValue,,0.1115,p_min
frogs_MFCCs_20,propertyValue,,0.8084250000000001,p_max
frogs_MFCCs_20,propertyValue,,0.0943875,k_min
frogs_MFCCs_20,propertyValue,,0.6272875,k_max
frogs_MFCCs_20,propertyValue,,0.1495375,s_min
frogs_MFCCs_20,propertyValue,,0.8208125,s_max
frogs_MFCCs_20,propertyValue,,8.7749875,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_20,propertyValue,,7195.0,n_tuples
frogs_MFCCs_20,propertyValue,,0.0513,missing_perc
frogs_MFCCs_20,propertyValue,,1.0,uniqueness
frogs_MFCCs_20,propertyValue,,-0.3615125,min
frogs_MFCCs_20,propertyValue,,0.4678,max
frogs_MFCCs_20,propertyValue,,-0.05315,mean
frogs_MFCCs_20,propertyValue,,-0.0552874999999999,median
frogs_MFCCs_20,propertyValue,,0.0941749999999999,std
frogs_MFCCs_20,propertyValue,,0.382725,skewness
frogs_MFCCs_20,propertyValue,,0.18635,kurtosis
frogs_MFCCs_20,propertyValue,,0.06005,mad
frogs_MFCCs_20,propertyValue,,0.1223124999999999,iqr
frogs_MFCCs_20,propertyValue,,0.109625,p_min
frogs_MFCCs_20,propertyValue,,0.8075125000000001,p_max
frogs_MFCCs_20,propertyValue,,0.0928875,k_min
frogs_MFCCs_20,propertyValue,,0.6259125,k_max
frogs_MFCCs_20,propertyValue,,0.1473624999999999,s_min
frogs_MFCCs_20,propertyValue,,0.8194874999999999,s_max
frogs_MFCCs_20,propertyValue,,8.828475000000001,entropy
frogs_MFCCs_20,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.5005375000000001,missing_perc
frogs_MFCCs_3,propertyValue,,0.975675,uniqueness
frogs_MFCCs_3,propertyValue,,-0.4238625,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.312825,mean
frogs_MFCCs_3,propertyValue,,0.2753,median
frogs_MFCCs_3,propertyValue,,0.2654875,std
frogs_MFCCs_3,propertyValue,,0.632675,skewness
frogs_MFCCs_3,propertyValue,,0.1630124999999999,kurtosis
frogs_MFCCs_3,propertyValue,,0.1461999999999999,mad
frogs_MFCCs_3,propertyValue,,0.2942375,iqr
frogs_MFCCs_3,propertyValue,,0.0904875,p_min
frogs_MFCCs_3,propertyValue,,0.43215,p_max
frogs_MFCCs_3,propertyValue,,0.04615,k_min
frogs_MFCCs_3,propertyValue,,0.347775,k_max
frogs_MFCCs_3,propertyValue,,0.078575,s_min
frogs_MFCCs_3,propertyValue,,0.4856375,s_max
frogs_MFCCs_3,propertyValue,,8.0765875,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.4471625,missing_perc
frogs_MFCCs_3,propertyValue,,0.975825,uniqueness
frogs_MFCCs_3,propertyValue,,-0.4105125,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.311925,mean
frogs_MFCCs_3,propertyValue,,0.2745875,median
frogs_MFCCs_3,propertyValue,,0.2644125,std
frogs_MFCCs_3,propertyValue,,0.6433874999999999,skewness
frogs_MFCCs_3,propertyValue,,0.1806875,kurtosis
frogs_MFCCs_3,propertyValue,,0.144925,mad
frogs_MFCCs_3,propertyValue,,0.2923874999999999,iqr
frogs_MFCCs_3,propertyValue,,0.098025,p_min
frogs_MFCCs_3,propertyValue,,0.4339125,p_max
frogs_MFCCs_3,propertyValue,,0.0498749999999999,k_min
frogs_MFCCs_3,propertyValue,,0.351125,k_max
frogs_MFCCs_3,propertyValue,,0.0851625,s_min
frogs_MFCCs_3,propertyValue,,0.4893624999999999,s_max
frogs_MFCCs_3,propertyValue,,8.1766,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.3991,missing_perc
frogs_MFCCs_3,propertyValue,,0.9769875,uniqueness
frogs_MFCCs_3,propertyValue,,-0.4329625,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.30945,mean
frogs_MFCCs_3,propertyValue,,0.2716499999999999,median
frogs_MFCCs_3,propertyValue,,0.2633625,std
frogs_MFCCs_3,propertyValue,,0.6546625,skewness
frogs_MFCCs_3,propertyValue,,0.2074375,kurtosis
frogs_MFCCs_3,propertyValue,,0.1455125,mad
frogs_MFCCs_3,propertyValue,,0.293025,iqr
frogs_MFCCs_3,propertyValue,,0.0948749999999999,p_min
frogs_MFCCs_3,propertyValue,,0.4347875,p_max
frogs_MFCCs_3,propertyValue,,0.0488875,k_min
frogs_MFCCs_3,propertyValue,,0.3494375,k_max
frogs_MFCCs_3,propertyValue,,0.0837375,s_min
frogs_MFCCs_3,propertyValue,,0.4861999999999999,s_max
frogs_MFCCs_3,propertyValue,,8.2645625,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.3528125,missing_perc
frogs_MFCCs_3,propertyValue,,0.97675,uniqueness
frogs_MFCCs_3,propertyValue,,-0.426925,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.3109125,mean
frogs_MFCCs_3,propertyValue,,0.274725,median
frogs_MFCCs_3,propertyValue,,0.2633749999999999,std
frogs_MFCCs_3,propertyValue,,0.645025,skewness
frogs_MFCCs_3,propertyValue,,0.199875,kurtosis
frogs_MFCCs_3,propertyValue,,0.1454625,mad
frogs_MFCCs_3,propertyValue,,0.29285,iqr
frogs_MFCCs_3,propertyValue,,0.088875,p_min
frogs_MFCCs_3,propertyValue,,0.4350624999999999,p_max
frogs_MFCCs_3,propertyValue,,0.0443875,k_min
frogs_MFCCs_3,propertyValue,,0.3492499999999999,k_max
frogs_MFCCs_3,propertyValue,,0.0765999999999999,s_min
frogs_MFCCs_3,propertyValue,,0.4874125,s_max
frogs_MFCCs_3,propertyValue,,8.33585,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.2964625,missing_perc
frogs_MFCCs_3,propertyValue,,0.977125,uniqueness
frogs_MFCCs_3,propertyValue,,-0.426925,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.309125,mean
frogs_MFCCs_3,propertyValue,,0.2731375,median
frogs_MFCCs_3,propertyValue,,0.262425,std
frogs_MFCCs_3,propertyValue,,0.6470750000000001,skewness
frogs_MFCCs_3,propertyValue,,0.2162249999999999,kurtosis
frogs_MFCCs_3,propertyValue,,0.1441875,mad
frogs_MFCCs_3,propertyValue,,0.29055,iqr
frogs_MFCCs_3,propertyValue,,0.092525,p_min
frogs_MFCCs_3,propertyValue,,0.4344125,p_max
frogs_MFCCs_3,propertyValue,,0.0468875,k_min
frogs_MFCCs_3,propertyValue,,0.34845,k_max
frogs_MFCCs_3,propertyValue,,0.080475,s_min
frogs_MFCCs_3,propertyValue,,0.486575,s_max
frogs_MFCCs_3,propertyValue,,8.419599999999999,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.2467625,missing_perc
frogs_MFCCs_3,propertyValue,,0.977075,uniqueness
frogs_MFCCs_3,propertyValue,,-0.426925,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.31185,mean
frogs_MFCCs_3,propertyValue,,0.275925,median
frogs_MFCCs_3,propertyValue,,0.2633375,std
frogs_MFCCs_3,propertyValue,,0.64415,skewness
frogs_MFCCs_3,propertyValue,,0.1973124999999999,kurtosis
frogs_MFCCs_3,propertyValue,,0.1456125,mad
frogs_MFCCs_3,propertyValue,,0.292475,iqr
frogs_MFCCs_3,propertyValue,,0.0895749999999999,p_min
frogs_MFCCs_3,propertyValue,,0.4365875,p_max
frogs_MFCCs_3,propertyValue,,0.0434624999999999,k_min
frogs_MFCCs_3,propertyValue,,0.3505875,k_max
frogs_MFCCs_3,propertyValue,,0.0754874999999999,s_min
frogs_MFCCs_3,propertyValue,,0.4887375,s_max
frogs_MFCCs_3,propertyValue,,8.486075,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.202175,missing_perc
frogs_MFCCs_3,propertyValue,,0.9764875,uniqueness
frogs_MFCCs_3,propertyValue,,-0.4299375,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.3128875,mean
frogs_MFCCs_3,propertyValue,,0.2768875,median
frogs_MFCCs_3,propertyValue,,0.2638,std
frogs_MFCCs_3,propertyValue,,0.6345500000000001,skewness
frogs_MFCCs_3,propertyValue,,0.1796625,kurtosis
frogs_MFCCs_3,propertyValue,,0.145925,mad
frogs_MFCCs_3,propertyValue,,0.293525,iqr
frogs_MFCCs_3,propertyValue,,0.0874249999999999,p_min
frogs_MFCCs_3,propertyValue,,0.43895,p_max
frogs_MFCCs_3,propertyValue,,0.0408624999999999,k_min
frogs_MFCCs_3,propertyValue,,0.3532375,k_max
frogs_MFCCs_3,propertyValue,,0.072,s_min
frogs_MFCCs_3,propertyValue,,0.4931374999999999,s_max
frogs_MFCCs_3,propertyValue,,8.538825000000001,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.1490625,missing_perc
frogs_MFCCs_3,propertyValue,,0.976575,uniqueness
frogs_MFCCs_3,propertyValue,,-0.4299375,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.3112125,mean
frogs_MFCCs_3,propertyValue,,0.2742875,median
frogs_MFCCs_3,propertyValue,,0.263625,std
frogs_MFCCs_3,propertyValue,,0.6434,skewness
frogs_MFCCs_3,propertyValue,,0.1922375,kurtosis
frogs_MFCCs_3,propertyValue,,0.1454625,mad
frogs_MFCCs_3,propertyValue,,0.292875,iqr
frogs_MFCCs_3,propertyValue,,0.092175,p_min
frogs_MFCCs_3,propertyValue,,0.43435,p_max
frogs_MFCCs_3,propertyValue,,0.0453,k_min
frogs_MFCCs_3,propertyValue,,0.3509124999999999,k_max
frogs_MFCCs_3,propertyValue,,0.0781999999999999,s_min
frogs_MFCCs_3,propertyValue,,0.4888125,s_max
frogs_MFCCs_3,propertyValue,,8.6023375,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.1005375,missing_perc
frogs_MFCCs_3,propertyValue,,0.9765,uniqueness
frogs_MFCCs_3,propertyValue,,-0.432975,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.3113875,mean
frogs_MFCCs_3,propertyValue,,0.2749625,median
frogs_MFCCs_3,propertyValue,,0.2637125,std
frogs_MFCCs_3,propertyValue,,0.645025,skewness
frogs_MFCCs_3,propertyValue,,0.197525,kurtosis
frogs_MFCCs_3,propertyValue,,0.1455375,mad
frogs_MFCCs_3,propertyValue,,0.2922375,iqr
frogs_MFCCs_3,propertyValue,,0.0906375,p_min
frogs_MFCCs_3,propertyValue,,0.434975,p_max
frogs_MFCCs_3,propertyValue,,0.0442375,k_min
frogs_MFCCs_3,propertyValue,,0.3504125,k_max
frogs_MFCCs_3,propertyValue,,0.076775,s_min
frogs_MFCCs_3,propertyValue,,0.488475,s_max
frogs_MFCCs_3,propertyValue,,8.6561625,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
frogs_MFCCs_3,propertyValue,,7195.0,n_tuples
frogs_MFCCs_3,propertyValue,,0.04965,missing_perc
frogs_MFCCs_3,propertyValue,,0.9767,uniqueness
frogs_MFCCs_3,propertyValue,,-0.432975,min
frogs_MFCCs_3,propertyValue,,1.0,max
frogs_MFCCs_3,propertyValue,,0.3107375,mean
frogs_MFCCs_3,propertyValue,,0.2744,median
frogs_MFCCs_3,propertyValue,,0.26335,std
frogs_MFCCs_3,propertyValue,,0.642975,skewness
frogs_MFCCs_3,propertyValue,,0.2015249999999999,kurtosis
frogs_MFCCs_3,propertyValue,,0.1451125,mad
frogs_MFCCs_3,propertyValue,,0.2919125,iqr
frogs_MFCCs_3,propertyValue,,0.0916875,p_min
frogs_MFCCs_3,propertyValue,,0.4346874999999999,p_max
frogs_MFCCs_3,propertyValue,,0.0453,k_min
frogs_MFCCs_3,propertyValue,,0.35035,k_max
frogs_MFCCs_3,propertyValue,,0.0781875,s_min
frogs_MFCCs_3,propertyValue,,0.4884374999999999,s_max
frogs_MFCCs_3,propertyValue,,8.711225,entropy
frogs_MFCCs_3,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.5005375,missing_perc
ringnorm_V19,propertyValue,,0.6711,uniqueness
ringnorm_V19,propertyValue,,-6823.75,min
ringnorm_V19,propertyValue,,5645.25,max
ringnorm_V19,propertyValue,,186.7182,mean
ringnorm_V19,propertyValue,,143.5,median
ringnorm_V19,propertyValue,,1473.1145375,std
ringnorm_V19,propertyValue,,-0.253125,skewness
ringnorm_V19,propertyValue,,1.23595,kurtosis
ringnorm_V19,propertyValue,,822.6875,mad
ringnorm_V19,propertyValue,,1612.46875,iqr
ringnorm_V19,propertyValue,,0.003125,p_min
ringnorm_V19,propertyValue,,0.04995,p_max
ringnorm_V19,propertyValue,,0.0036875,k_min
ringnorm_V19,propertyValue,,0.03645,k_max
ringnorm_V19,propertyValue,,0.005425,s_min
ringnorm_V19,propertyValue,,0.053975,s_max
ringnorm_V19,propertyValue,,7.685062500000001,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.4481,missing_perc
ringnorm_V19,propertyValue,,0.645325,uniqueness
ringnorm_V19,propertyValue,,-7204.75,min
ringnorm_V19,propertyValue,,5703.25,max
ringnorm_V19,propertyValue,,200.5536375,mean
ringnorm_V19,propertyValue,,153.75,median
ringnorm_V19,propertyValue,,1464.9944125,std
ringnorm_V19,propertyValue,,-0.254975,skewness
ringnorm_V19,propertyValue,,1.3114249999999998,kurtosis
ringnorm_V19,propertyValue,,817.6875,mad
ringnorm_V19,propertyValue,,1603.5625,iqr
ringnorm_V19,propertyValue,,0.0030625,p_min
ringnorm_V19,propertyValue,,0.0537375,p_max
ringnorm_V19,propertyValue,,0.001725,k_min
ringnorm_V19,propertyValue,,0.036675,k_max
ringnorm_V19,propertyValue,,0.002625,s_min
ringnorm_V19,propertyValue,,0.054275,s_max
ringnorm_V19,propertyValue,,7.7357125,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.4017375000000001,missing_perc
ringnorm_V19,propertyValue,,0.628575,uniqueness
ringnorm_V19,propertyValue,,-7177.0,min
ringnorm_V19,propertyValue,,5635.0,max
ringnorm_V19,propertyValue,,199.556,mean
ringnorm_V19,propertyValue,,147.5,median
ringnorm_V19,propertyValue,,1464.2239,std
ringnorm_V19,propertyValue,,-0.2655,skewness
ringnorm_V19,propertyValue,,1.2986375,kurtosis
ringnorm_V19,propertyValue,,816.5625,mad
ringnorm_V19,propertyValue,,1605.25,iqr
ringnorm_V19,propertyValue,,0.0039,p_min
ringnorm_V19,propertyValue,,0.0460249999999999,p_max
ringnorm_V19,propertyValue,,0.0053375,k_min
ringnorm_V19,propertyValue,,0.0325625,k_max
ringnorm_V19,propertyValue,,0.0081125,s_min
ringnorm_V19,propertyValue,,0.0482,s_max
ringnorm_V19,propertyValue,,7.7821375,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.3491,missing_perc
ringnorm_V19,propertyValue,,0.6107125,uniqueness
ringnorm_V19,propertyValue,,-7334.0,min
ringnorm_V19,propertyValue,,5657.75,max
ringnorm_V19,propertyValue,,203.9780375,mean
ringnorm_V19,propertyValue,,155.0625,median
ringnorm_V19,propertyValue,,1473.2055125000002,std
ringnorm_V19,propertyValue,,-0.2755125,skewness
ringnorm_V19,propertyValue,,1.3302375,kurtosis
ringnorm_V19,propertyValue,,820.0,mad
ringnorm_V19,propertyValue,,1607.0625,iqr
ringnorm_V19,propertyValue,,0.006225,p_min
ringnorm_V19,propertyValue,,0.0422125,p_max
ringnorm_V19,propertyValue,,0.0049499999999999,k_min
ringnorm_V19,propertyValue,,0.0309,k_max
ringnorm_V19,propertyValue,,0.0073999999999999,s_min
ringnorm_V19,propertyValue,,0.0458625,s_max
ringnorm_V19,propertyValue,,7.829637500000001,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.2947875,missing_perc
ringnorm_V19,propertyValue,,0.5905250000000001,uniqueness
ringnorm_V19,propertyValue,,-7333.0,min
ringnorm_V19,propertyValue,,5680.5,max
ringnorm_V19,propertyValue,,195.90865,mean
ringnorm_V19,propertyValue,,154.5625,median
ringnorm_V19,propertyValue,,1471.2726750000002,std
ringnorm_V19,propertyValue,,-0.2786125,skewness
ringnorm_V19,propertyValue,,1.341475,kurtosis
ringnorm_V19,propertyValue,,813.0625,mad
ringnorm_V19,propertyValue,,1592.96875,iqr
ringnorm_V19,propertyValue,,0.006925,p_min
ringnorm_V19,propertyValue,,0.0455249999999999,p_max
ringnorm_V19,propertyValue,,0.0035875,k_min
ringnorm_V19,propertyValue,,0.0314124999999999,k_max
ringnorm_V19,propertyValue,,0.00545,s_min
ringnorm_V19,propertyValue,,0.04665,s_max
ringnorm_V19,propertyValue,,7.8688125,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.249675,missing_perc
ringnorm_V19,propertyValue,,0.5775625,uniqueness
ringnorm_V19,propertyValue,,-7334.0,min
ringnorm_V19,propertyValue,,5668.0,max
ringnorm_V19,propertyValue,,198.88255,mean
ringnorm_V19,propertyValue,,153.5,median
ringnorm_V19,propertyValue,,1470.930475,std
ringnorm_V19,propertyValue,,-0.2760875,skewness
ringnorm_V19,propertyValue,,1.2783,kurtosis
ringnorm_V19,propertyValue,,822.375,mad
ringnorm_V19,propertyValue,,1609.5625,iqr
ringnorm_V19,propertyValue,,0.0038,p_min
ringnorm_V19,propertyValue,,0.0467125,p_max
ringnorm_V19,propertyValue,,0.0039375,k_min
ringnorm_V19,propertyValue,,0.0325749999999999,k_max
ringnorm_V19,propertyValue,,0.0061125,s_min
ringnorm_V19,propertyValue,,0.048125,s_max
ringnorm_V19,propertyValue,,7.903262499999999,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.19925,missing_perc
ringnorm_V19,propertyValue,,0.5602999999999999,uniqueness
ringnorm_V19,propertyValue,,-7032.0,min
ringnorm_V19,propertyValue,,5726.0,max
ringnorm_V19,propertyValue,,194.88285,mean
ringnorm_V19,propertyValue,,152.125,median
ringnorm_V19,propertyValue,,1468.9641125000005,std
ringnorm_V19,propertyValue,,-0.263975,skewness
ringnorm_V19,propertyValue,,1.2654875,kurtosis
ringnorm_V19,propertyValue,,817.25,mad
ringnorm_V19,propertyValue,,1602.59375,iqr
ringnorm_V19,propertyValue,,0.0076,p_min
ringnorm_V19,propertyValue,,0.0464875,p_max
ringnorm_V19,propertyValue,,0.00425,k_min
ringnorm_V19,propertyValue,,0.0330125,k_max
ringnorm_V19,propertyValue,,0.00675,s_min
ringnorm_V19,propertyValue,,0.0491,s_max
ringnorm_V19,propertyValue,,7.931724999999999,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.1500375,missing_perc
ringnorm_V19,propertyValue,,0.5461250000000001,uniqueness
ringnorm_V19,propertyValue,,-7444.0,min
ringnorm_V19,propertyValue,,5726.0,max
ringnorm_V19,propertyValue,,198.6113875,mean
ringnorm_V19,propertyValue,,157.25,median
ringnorm_V19,propertyValue,,1471.9881625,std
ringnorm_V19,propertyValue,,-0.2808874999999999,skewness
ringnorm_V19,propertyValue,,1.3308749999999998,kurtosis
ringnorm_V19,propertyValue,,813.5,mad
ringnorm_V19,propertyValue,,1596.25,iqr
ringnorm_V19,propertyValue,,0.0025875,p_min
ringnorm_V19,propertyValue,,0.0435125,p_max
ringnorm_V19,propertyValue,,0.0023,k_min
ringnorm_V19,propertyValue,,0.0326625,k_max
ringnorm_V19,propertyValue,,0.0038749999999999,s_min
ringnorm_V19,propertyValue,,0.0482124999999999,s_max
ringnorm_V19,propertyValue,,7.960137499999999,entropy
ringnorm_V19,propertyValue,,0.0,density
ringnorm_V19,propertyValue,,7400.0,n_tuples
ringnorm_V19,propertyValue,,0.1004999999999999,missing_perc
ringnorm_V19,propertyValue,,0.531825,uniqueness
ringnorm_V19,propertyValue,,-7410.75,min
ringnorm_V19,propertyValue,,5726.0,max
ringnorm_V19,propertyValue,,196.599025,mean
ringnorm_V19,propertyValue,,153.0625,median
ringnorm_V19,propertyValue,,1470.5193375,std
ringnorm_V19,propertyValue,,-0.2674249999999999,skewness
ringnorm_V19,propertyValue,,1.3006625,kurtosis
ringnorm_V19,propertyValue,,816.25,mad
